"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1933","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","311,000",""
"SURVEY","1933","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","196,000",""
"SURVEY","1933","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,803,000",""
"SURVEY","1933","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","593,000",""
"SURVEY","1933","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","361,000",""
"SURVEY","1933","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,198,000",""
"SURVEY","1933","YEAR","","STATE","IOWA","19","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","664,000",""
"SURVEY","1933","YEAR","","STATE","IOWA","19","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","418,000",""
"SURVEY","1933","YEAR","","STATE","IOWA","19","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,144,000",""
"SURVEY","1933","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","558,000",""
"SURVEY","1933","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","438,000",""
"SURVEY","1933","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,132,000",""
"SURVEY","1933","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","724,000",""
"SURVEY","1933","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","550,000",""
"SURVEY","1933","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,315,000",""
"SURVEY","1933","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","104,000",""
"SURVEY","1933","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","58,000",""
"SURVEY","1933","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","759,000",""
"SURVEY","1933","YEAR","","STATE","MAINE","23","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","86,000",""
"SURVEY","1933","YEAR","","STATE","MAINE","23","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","34,000",""
"SURVEY","1933","YEAR","","STATE","MAINE","23","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","452,000",""
"SURVEY","1933","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","958,000",""
"SURVEY","1933","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","375,000",""
"SURVEY","1933","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,475,000",""
"SURVEY","1933","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","398,000",""
"SURVEY","1933","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","126,000",""
"SURVEY","1933","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,752,000",""
"SURVEY","1933","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","688,000",""
"SURVEY","1933","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","419,000",""
"SURVEY","1933","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,783,000",""
"SURVEY","1933","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,289,000",""
"SURVEY","1933","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,155,000",""
"SURVEY","1933","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,170,000",""
"SURVEY","1933","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","171,000",""
"SURVEY","1933","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","119,000",""
"SURVEY","1933","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,499,000",""
"SURVEY","1933","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","859,000",""
"SURVEY","1933","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","590,000",""
"SURVEY","1933","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,673,000",""
"SURVEY","1933","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","659,000",""
"SURVEY","1933","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","422,000",""
"SURVEY","1933","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,782,000",""
"SURVEY","1933","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","587,000",""
"SURVEY","1933","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","443,000",""
"SURVEY","1933","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,246,000",""
"SURVEY","1933","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","182,000",""
"SURVEY","1933","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","76,000",""
"SURVEY","1933","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,079,000",""
"SURVEY","1933","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","71,000",""
"SURVEY","1933","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,000",""
"SURVEY","1933","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","352,000",""
"SURVEY","1933","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","241,000",""
"SURVEY","1933","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","77,000",""
"SURVEY","1933","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,140,000",""
"SURVEY","1933","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","210,000",""
"SURVEY","1933","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","139,000",""
"SURVEY","1933","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,946,000",""
"SURVEY","1933","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","538,000",""
"SURVEY","1933","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","197,000",""
"SURVEY","1933","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,758,000",""
"SURVEY","1933","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","509,000",""
"SURVEY","1933","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","253,000",""
"SURVEY","1933","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,416,000",""
"SURVEY","1933","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,628,000",""
"SURVEY","1933","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,976,000",""
"SURVEY","1933","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","26,280,000",""
"SURVEY","1933","YEAR","","STATE","OHIO","39","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,010,000",""
"SURVEY","1933","YEAR","","STATE","OHIO","39","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","532,000",""
"SURVEY","1933","YEAR","","STATE","OHIO","39","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,767,000",""
"SURVEY","1933","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,137,000",""
"SURVEY","1933","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","919,000",""
"SURVEY","1933","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,222,000",""
"SURVEY","1933","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,154,000",""
"SURVEY","1933","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","596,000",""
"SURVEY","1933","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,880,000",""
"SURVEY","1933","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,260,000",""
"SURVEY","1933","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","475,000",""
"SURVEY","1933","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,886,000",""
"SURVEY","1933","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","69,000",""
"SURVEY","1933","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","1933","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","1933","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","316,000",""
"SURVEY","1933","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","137,000",""
"SURVEY","1933","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,041,000",""
"SURVEY","1933","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,105,000",""
"SURVEY","1933","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","897,000",""
"SURVEY","1933","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,751,000",""
"SURVEY","1933","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","373,000",""
"SURVEY","1933","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","263,000",""
"SURVEY","1933","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,419,000",""
"SURVEY","1933","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,955,000",""
"SURVEY","1933","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,188,000",""
"SURVEY","1933","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,957,000",""
"SURVEY","1933","YEAR","","STATE","UTAH","49","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","536,000",""
"SURVEY","1933","YEAR","","STATE","UTAH","49","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","298,000",""
"SURVEY","1933","YEAR","","STATE","UTAH","49","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,321,000",""
"SURVEY","1933","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","96,000",""
"SURVEY","1933","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","36,000",""
"SURVEY","1933","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","450,000",""
"SURVEY","1933","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,149,000",""
"SURVEY","1933","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","591,000",""
"SURVEY","1933","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,451,000",""
"SURVEY","1933","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","438,000",""
"SURVEY","1933","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","218,000",""
"SURVEY","1933","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,293,000",""
"SURVEY","1933","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","509,000",""
"SURVEY","1933","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","270,000",""
"SURVEY","1933","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,510,000",""
"SURVEY","1933","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","586,000",""
"SURVEY","1933","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","345,000",""
"SURVEY","1933","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,968,000",""
"SURVEY","1933","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","502,000",""
"SURVEY","1933","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","324,000",""
"SURVEY","1933","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,439,000",""
"SURVEY","1932","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","313,000",""
"SURVEY","1932","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","188,000",""
"SURVEY","1932","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,444,000",""
"SURVEY","1932","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","287,000",""
"SURVEY","1932","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","1932","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,594,000",""
"SURVEY","1932","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","173,000",""
"SURVEY","1932","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","116,000",""
"SURVEY","1932","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,635,000",""
"SURVEY","1932","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,096,000",""
"SURVEY","1932","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,492,000",""
"SURVEY","1932","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,275,000",""
"SURVEY","1932","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","996,000",""
"SURVEY","1932","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","621,000",""
"SURVEY","1932","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,818,000",""
"SURVEY","1932","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","223,000",""
"SURVEY","1932","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","55,000",""
"SURVEY","1932","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","765,000",""
"SURVEY","1932","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","236,000",""
"SURVEY","1932","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","93,000",""
"SURVEY","1932","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,320,000",""
"SURVEY","1932","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","265,000",""
"SURVEY","1932","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","117,000",""
"SURVEY","1932","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,521,000",""
"SURVEY","1932","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","238,000",""
"SURVEY","1932","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","131,000",""
"SURVEY","1932","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,676,000",""
"SURVEY","1932","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","420,000",""
"SURVEY","1932","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","TURKEYS","TURKEYS - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","308,000",""
